Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,exam_part,holiday,instit_kind,instit_nm,lat,lng,medical_instit_kind,organ_loc,regist_dt,street_nm_addr,sunday_oper_week,tel,update_dt,zip_code
09:30~19:00,09:30~19:00,09:30~14:00,09:30~14:00,09:30~19:00,09:30~19:00,~,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,더아름다운한의원,35.20085036,129.0871617,응급의료기관이외,4호선 낙민역 2번 출구,2018-12-10,"부산광역시 동래구 충렬대로 256, 2층 (낙민동)",1 2 3 4 5,051-714-5836,2019-08-26,47878
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,대세한의원,35.21495854,129.1048907,응급의료기관이외,버스정류장: 세웅병원,2018-12-10,"부산광역시 금정구 서부로 6, 1층 (서동)",,051-949-0533,2020-01-06,46317
08:00~21:00,08:00~21:00,08:00~17:00,08:00~17:00,08:00~21:00,08:00~21:00,08:00~21:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",08:00~17:00,한의원,광덕안정한의원부산중구점,35.09830562,129.0254517,응급의료기관이외,1호선 자갈치역 3번출구,2018-12-10,"부산광역시 중구 보수대로 14, 2층 (부평동2가)",1 2 3 4 5,051-243-1075,2020-12-16,48980
10:00~19:00,10:00~21:00,10:00~15:00,10:00~15:00,10:00~21:00,10:00~21:00,10:00~21:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",10:00~15:00,한의원,365더나음한의원,35.09766366,128.9202508,응급의료기관이외,버스정류장: 명지대방노블랜드 오션뷰1차 아파트,2018-12-10,"부산광역시 강서구 명지국제5로 42, 동진빌딩 402호 (명지동)",1 2 3 4 5,051-202-0365,2019-11-14,46726
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,09:00~18:00,약국,한마음약국,35.20718795,129.0709044,응급의료기관이외,"3,4호선 미남역 10번 출구",2018-12-10,"부산광역시 동래구 충렬대로 92, 1층 (온천동)",,051-502-8875,2021-01-27,47821
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,코끼리약국,35.15289746,129.0219007,응급의료기관이외,,2018-12-10,"부산광역시 부산진구 가야대로 456, 1층 (개금동)",,051-893-8900,2021-02-08,47323
09:00~19:00,09:00~19:00,09:00~15:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,이룸약국,35.13482217,129.090331,응급의료기관이외,2호선 대연역 5번 출구,2018-12-10,"부산광역시 남구 수영로 216-2, 아마빌레산후조리원 (대연동)",,051-626-2237,2021-01-15,48492
~,09:00~19:00,09:00~14:30,~,~,~,~,,~,약국,옵티마원약국,35.17498053,129.0760801,응급의료기관이외,,2018-12-10,"부산광역시 부산진구 연수로 47, 1층 (양정동)",,051-866-3022,2021-02-08,47217
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,소망약국,35.10778435,129.0333477,응급의료기관이외,버스정류장: 메리놀병원,2018-12-10,"부산광역시 중구 동영로 6-2, 1층 (동광동5가)",,051-442-2200,2019-01-18,48921
09:00~21:00,09:00~21:00,09:00~20:00,~,09:00~21:00,09:00~21:00,09:00~21:00,,~,약국,새강남약국,35.15721009,129.0581419,응급의료기관이외,"1,2호선 서면역 7번 출구",2018-12-10,"부산광역시 부산진구 서면로 74, 아이온시티빌딩 1층 (부전동)",,051-815-3017,2021-02-08,47286
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,바른약국,35.16362672,129.1614596,응급의료기관이외,,2018-12-10,"부산광역시 해운대구 중동1로 15-3, 1층 (우동)",,051-711-9070,2021-02-09,48095
09:00~20:40,09:00~20:40,09:00~18:00,09:00~18:00,09:00~20:40,09:00~20:40,09:00~20:40,,09:00~18:00,약국,메디칼영광약국,35.15881919,129.0576139,응급의료기관이외,"1,2호선 서면역 9번 출구",2018-12-10,부산광역시 부산진구 서면문화로 10 (부전동),1 2 3 4 5,051-947-0890,2021-02-08,47256
09:00~21:00,09:00~21:00,09:00~21:00,~,09:00~21:00,09:00~21:00,09:00~21:00,,~,약국,만수약국,35.09766366,128.9202508,응급의료기관이외,,2018-12-10,"부산광역시 강서구 명지국제5로 42, 동진빌딩 1층 103호 (명지동)",,051-291-8850,2020-11-10,46726
09:00~20:30,09:00~20:30,09:00~15:00,09:00~15:00,09:00~20:30,09:00~20:30,09:00~19:00,,09:00~15:00,약국,도리약국,35.19709965,129.066006,응급의료기관이외,,2018-12-10,"부산광역시 동래구 아시아드대로 142, 사직빌딩 (사직동)",1 2 3 4 5,051-505-3411,2021-02-05,47842
09:00~18:30,09:00~18:30,~,~,09:00~18:30,09:00~18:30,09:00~18:30,,~,약국,귀빈약국,35.17560729,129.0488514,응급의료기관이외,버스정류장: 선경성지곡아파트,2018-12-10,"부산광역시 부산진구 새싹로 218, 1층 (초읍동)",,051-939-8275,2021-02-08,47127
09:30~18:30,09:30~18:30,09:30~13:00,~,14:00~18:30,09:30~18:30,09:30~20:30,"구강내과,구강안면외과,소아치과,치과교정과,치과보존과,치주과",~,치과의원,해운대본치과의원,35.17458621,129.1737353,응급의료기관이외,2호선 장산역 4번 출구 / 버스정류장: 대림2차 아파트,2018-12-10,"부산광역시 해운대구 대천로 104, 3층 (좌동)",,051-704-2131,2021-01-31,48079
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과보존과,치과보철과,치주과",~,치과의원,사직부부치과의원,35.19764738,129.0600943,응급의료기관이외,버스정류장: 사직사거리,2018-12-10,"부산광역시 동래구 사직북로19번길 6, 2층 (사직동)",,051-503-7528,2020-08-18,47864
10:00~19:00,10:00~19:00,~,~,10:00~19:00,10:00~19:00,10:00~19:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과보존과,치과보철과,치주과",~,치과의원,부산치과의원,35.0927406,128.9734414,응급의료기관이외,버스정류장: 신평시장 입구,2018-12-10,"부산광역시 사하구 장평로 298, 2층 (신평동)",,051-201-1636,2021-02-02,49442
09:30~18:30,09:30~18:30,09:30~14:00,~,14:00~21:00,09:30~18:30,09:30~18:30,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,박정형웰치과의원,35.15209143,129.1112935,응급의료기관이외,2호선 금련산역 2번 출구,2018-12-10,"부산광역시 수영구 수영로 517, 센터럴타워 10층 1001호 (광안동)",,051-755-7528,2021-02-03,48264
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,09:30~18:30,안과,~,의원,킴스안과의원,35.19709965,129.066006,응급의료기관이외,,2018-12-10,"부산광역시 동래구 아시아드대로 142, 사직빌딩 1동 3층 (사직동)",,051-710-9007,2020-06-08,47842
10:00~19:30,10:00~19:30,10:00~16:00,~,10:00~19:30,10:00~19:30,10:00~19:30,"가정의학과,성형외과,피부과",~,의원,청담모바로의원,35.15598911,129.0596407,응급의료기관이외,"1,2호선 서면역 2번 출구",2018-12-10,"부산광역시 부산진구 중앙대로 708, 12층 (부전동)",,051-995-8586,2021-02-04,47291
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"내과,이비인후과,정형외과,피부과",~,의원,센트럴부산의원,35.16088975,129.0620313,응급의료기관이외,,2018-12-10,"부산광역시 부산진구 중앙대로 770, 고촌빌딩 4층 (부전동)",,051-819-9250,2018-12-10,47244
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"내과,소아청소년과,이비인후과,피부과",~,의원,부산드림이비인후과의원,35.15289746,129.0219007,응급의료기관이외,,2018-12-10,"부산광역시 부산진구 가야대로 456, 2층 (개금동)",,051-893-8282,2021-02-03,47323
09:30~18:30,09:30~18:30,09:00~13:00,~,09:30~18:30,09:30~19:30,09:30~18:30,정신건강의학과,~,의원,김동진정신건강의학과의원,35.05737662,128.9713874,응급의료기관이외,1호선 다대포역 2번 출구,2018-12-10,"부산광역시 사하구 다대로 547, 4층 (다대동)",,051-263-0911,2020-09-11,49524
10:00~20:00,10:00~20:00,10:00~16:00,~,10:00~20:00,10:00~20:00,10:00~20:00,"가정의학과,성형외과,피부과",~,의원,청담바로의원,35.21248477,129.0783767,응급의료기관이외,서면역 2번출구,2018-12-07,"부산광역시 동래구 동래로 25, 6층 일부호 (온천동)",,051-996-8585,2021-02-01,47715
10:00~19:00,10:00~19:00,09:00~15:00,~,09:00~21:00,10:00~19:00,10:00~19:00,"가정의학과,내과,마취통증의학과,소아청소년과,안과,피부과",~,의원,준의원,35.15720524,129.144817,응급의료기관이외,,2018-12-07,"부산광역시 해운대구 마린시티2로 33, 104동 202,203호 (우동, 해운대두산위브더제니스)",,051-931-0103,2020-10-05,48119
10:00~20:30,10:00~20:30,10:00~20:30,10:00~20:30,10:00~20:30,10:00~20:30,10:00~20:30,"내과,소아청소년과,이비인후과,피부과",10:00~20:30,의원,온사랑의원,35.12759375,128.9683596,응급의료기관이외,사상 롯데마트 안,2018-12-07,"부산광역시 사상구 낙동대로 733, 4층 (엄궁동)",1 3 5,051-315-7553,2021-02-01,47032
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"내과,소아청소년과,이비인후과,재활의학과,피부과",~,의원,속편한장내과의원,35.17560729,129.0488514,응급의료기관이외,버스정류장: 성곡종합시장,2018-12-07,"부산광역시 부산진구 새싹로 218, 3~4층 (초읍동)",,051-997-7575,2021-02-04,47127
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"가정의학과,내과,소아청소년과,이비인후과",~,의원,대연맑은내과의원,35.13541842,129.0921824,응급의료기관이외,대연역 4번출구,2018-12-07,"부산광역시 남구 수영로 233, 민석빌딩 11층 (대연동)",,051-715-8277,2021-01-14,48445
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,정신건강의학과,~,의원,김민철정신건강의학과의원,35.20344448,129.0833527,응급의료기관이외,수안역5번출구,2018-12-07,"부산광역시 동래구 명륜로 106, 혜준빌딩 5층 (명륜동)",,051-710-3977,2021-01-28,47814
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,안과,~,의원,우리성모안과의원,35.13072782,128.9720835,응급의료기관이외,버스정류장: 엄궁교차로,2018-11-07,"부산광역시 사상구 낙동대로 786, 2층 (엄궁동)",,051-710-8220,2020-06-17,47039
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,내과,~,의원,오일환심내과의원,35.18622725,129.0824321,응급의료기관이외,"1,3호선 연산역 10, 12번 출구",2018-11-07,"부산광역시 연제구 반송로 6, 청우빌딩 10층 (연산동)",,051-851-5101,2020-03-24,47549
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,13:00~20:00,정신건강의학과,~,의원,더편한정신건강의학과의원,35.15004204,129.0022639,응급의료기관이외,2호선 주례역 7번 출구,2018-11-07,"부산광역시 사상구 가야대로 272, 메디칼센타 10층 (주례동)",,051-711-7751,2020-06-17,47012
10:00~18:00,10:00~18:00,10:00~17:00,~,10:00~18:00,10:00~18:00,~,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,사람인치과의원,35.20087388,129.0652757,응급의료기관이외,3호선 사직역 4번 출구/버스정류장: 사직 동래 1치안센터,2018-10-29,"부산광역시 동래구 아시아드대로 186, 4층 (사직동)",,051-503-5335,2020-11-23,47840
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,목화한의원,35.16917517,129.1832735,응급의료기관이외,버스정류장: 좌산초등학교,2018-10-18,"부산광역시 해운대구 좌동순환로 301, 금강빌딩 3층 (좌동)",,051-701-1525,2019-07-01,48113
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,,~,약국,굿모닝약국,35.21443681,129.1047738,응급의료기관이외,버스정류장: 세웅병원 후문,2018-10-18,"부산광역시 금정구 서동로 168, 1층 102호 (서동)",,051-757-5252,2021-01-12,46327
09:30~18:30,09:30~20:30,09:30~14:00,~,09:00~20:30,09:30~18:30,09:30~18:30,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,맥치과의원명지점,35.09766366,128.9202508,응급의료기관이외,버스정류장: 명지농협/ 명지농협 맞은편,2018-10-18,"부산광역시 강서구 명지국제5로 42, 동진빌딩 5층 (명지동)",,051-205-2486,2020-12-14,46726
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~20:00,09:30~20:00,09:30~18:30,"치과교정과,치과보존과,치과보철과,치주과",~,치과의원,기본이바른치과의원,35.09882803,129.0350333,응급의료기관이외,1호선 남포역 7번 출구,2018-10-18,"부산광역시 중구 광복로 93, 4층 (광복동1가)",,051-245-7475,2021-02-04,48952
10:00~19:00,10:00~20:00,10:00~14:00,~,10:00~14:00,10:00~19:00,10:00~20:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,건강한정치과의원,35.17376338,129.0689943,응급의료기관이외,1호선 양정역 3번 출구,2018-10-18,"부산광역시 부산진구 동평로 404, 3층 (양정동)",,051-711-2007,2020-12-08,47212
09:00~18:30,09:00~18:30,09:00~13:00,09:00~13:00,09:00~18:30,09:00~18:30,09:00~18:30,"가정의학과,내과,비뇨의학과,소아청소년과,신경과,영상의학과,응급의학과,이비인후과,피부과",09:00~13:00,의원,열린내과의원,35.19806598,129.0606708,응급의료기관이외,3호선 사직역 3번 출구,2018-10-18,"부산광역시 동래구 석사로 5, 2층 (사직동)",1 2 3 4 5,051-710-7975,2020-08-18,47859
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"마취통증의학과,신경과,신경외과,재활의학과,정형외과",~,의원,바른재활의학과의원,35.15004204,129.0022639,응급의료기관이외,2호선 주례역 7번출구,2018-10-18,"부산광역시 사상구 가야대로 272, 메디칼센타 2,4층 (주례동)",,051-711-1553,2021-02-01,47012
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"가정의학과,내과",~,의원,김앤박내과의원,35.09847369,128.9192289,응급의료기관이외,,2018-10-18,"부산광역시 강서구 명지국제8로 241, 3층 (명지동)",,051-271-3322,2020-12-14,46726
09:00~17:00,09:00~18:00,09:00~13:00,~,09:00~17:00,09:00~17:00,09:00~17:00,"내과,마취통증의학과,산부인과,신경외과,영상의학과,외과,정형외과,진단검사의학과",~,병원,나르샤병원,35.21906324,129.0846039,응급의료기관이외,1호선 온천장역 1번 출구 맞은편(도보5분),2018-10-18,부산광역시 동래구 중앙대로1493번길 6 (온천동),,051-715-7878,2021-02-10,47710
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"가정의학과,내과,비뇨의학과,소아청소년과,이비인후과,피부과",~,의원,부강내과의원,35.16347645,129.051747,응급의료기관이외,버스정류장: 부산진구청,2018-10-15,"부산광역시 부산진구 시민공원로19번길 7, 2층 (부암동)",,051-715-7777,2021-02-03,47192
09:00~18:30,09:00~18:30,09:00~13:30,~,09:00~18:30,09:00~18:30,09:00~18:30,"침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과",~,한의원,예담한의원,35.11492259,129.1107989,응급의료기관이외,버스정류장: 용호시장,2018-10-08,"부산광역시 남구 용호로 196, 1층 (용호동)",,051-751-9633,2019-10-31,48568
09:30~20:00,09:30~20:00,09:30~14:30,~,09:30~19:00,09:30~19:00,14:30~19:00,피부과,~,의원,더퍼스트피부과의원부산점,35.23418517,129.0133077,응급의료기관이외,2호선 화명역 1번 출구,2018-10-08,"부산광역시 북구 금곡대로 287, 삼한골든뷰 7층 703,704호 (화명동)",,051-929-2999,2020-11-30,46526
09:00~18:00,09:00~18:00,09:00~14:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,산부인과,이비인후과",~,의원,강남굿모닝의원,35.10328101,129.0276201,응급의료기관이외,1호선 자갈치역 7번출구/버스정류장: 대청사거리,2018-10-08,"부산광역시 중구 대청로 71, 3층 (보수동1가)",,051-715-8891,2021-02-04,48967
09:00~17:30,09:00~18:30,09:00~13:00,~,09:00~17:30,09:00~17:30,09:00~17:30,,~,약국,행복약국,35.21906324,129.0846039,응급의료기관이외,1호선 온천장역 1번출구,2018-09-14,"부산광역시 동래구 중앙대로1493번길 6, 1층 102호 (온천동)",,051-715-5538,2021-02-05,47710
09:00~20:30,09:00~20:30,09:00~15:30,~,09:00~20:30,09:00~20:30,09:00~20:30,,09:00~15:30,약국,장전온누리약국,35.23823497,129.087683,응급의료기관이외,1호선 장전역 3번출구,2018-09-11,"부산광역시 금정구 금정로 151-1, 1층 (장전동)",,051-515-4325,2020-11-10,46283
09:00~19:30,09:00~19:30,09:00~14:00,~,09:00~19:30,09:00~19:30,09:00~19:30,,~,약국,사계절손약국,35.21462699,129.103689,응급의료기관이외,버스정류장: 세웅병원,2018-09-11,"부산광역시 금정구 서동로 158, 1층 (서동)",,051-715-3904,2021-01-12,46327
09:00~19:00,09:00~19:00,09:00~13:30,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,41번길약국,35.17522075,129.1064049,응급의료기관이외,,2018-09-11,"부산광역시 수영구 과정로41번길 20, 메디플러스 102호 (망미동)",,051-754-4997,2021-02-04,48210
09:00~19:00,09:00~19:00,09:00~13:30,~,09:00~19:00,09:00~19:00,09:00~16:30,산부인과,~,의원,센텀이룸여성의원,35.16719565,129.1320372,응급의료기관이외,"2호선 센텀시티역 11, 13번 출구",2018-09-11,"부산광역시 해운대구 센텀2로 20, 센텀타워메디컬 1003,1103호 (우동)",,051-758-8275,2020-12-02,48060
08:30~19:00,08:30~19:00,08:30~15:00,~,08:30~19:00,08:30~19:00,08:30~19:00,"가정의학과,내과,비뇨의학과,이비인후과",08:30~15:00,의원,늘봄내과의원,35.19687948,129.1036133,응급의료기관이외,버스정류장: 동래한전 / 동해선 안락역,2018-09-11,"부산광역시 동래구 충렬대로 413, 9,10층 (안락동)",,051-961-8200,2021-01-06,47796
09:00~18:00,09:00~18:00,09:00~14:00,~,09:00~18:00,09:00~18:00,09:00~12:30,"가정의학과,내과,마취통증의학과,재활의학과,정형외과",~,의원,구도형바른의원,35.16242025,129.0632696,응급의료기관이외,1호선 부전역 4번출구,2018-09-11,"부산광역시 부산진구 중앙대로 792, 진흥프라자 2층 (전포동)",,051-803-5200,2021-02-02,47241
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"내과,소아청소년과,안과,이비인후과,피부과",~,의원,미래이비인후과의원,35.13219363,129.1127234,응급의료기관이외,버스정류장: LG메트로시티 2차 아파트,2018-09-10,"부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 302호 (용호동)",,051-623-7535,2020-01-10,48515
08:30~20:00,08:30~20:00,08:00~17:00,~,08:30~20:00,08:30~20:00,08:30~20:00,,~,약국,비타민약국,35.09847369,128.9192289,응급의료기관이외,,2018-09-06,"부산광역시 강서구 명지국제8로 241, 금남빌딩 1층 102호 (명지동)",,051-271-3678,2020-11-10,46726
09:00~20:00,09:00~20:00,09:00~15:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,건강한온누리약국,35.10283956,129.0275926,응급의료기관이외,버스정류장: 대청사거리,2018-09-06,부산광역시 중구 대청로 70-1 (부평동1가),,051-242-1089,2021-02-09,48978
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,소아청소년과,신경과,외과,이비인후과",~,의원,고의경이비인후과의원,35.09757073,129.0260128,응급의료기관이외,1호선 자갈치역 3번 출구,2018-09-06,"부산광역시 중구 구덕로 90, 4층 (남포동6가)",,051-714-6990,2020-03-24,48981
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,해와달한의원,35.21309539,129.0226227,응급의료기관이외,3호선 남산정역 5번출구,2018-09-03,부산광역시 북구 만덕대로 164 (덕천동),,051-338-9981,2020-11-30,46569
09:30~19:00,09:30~19:00,09:30~15:00,~,09:30~19:00,09:30~19:00,09:30~19:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,한솔한의원,35.24686617,129.0901278,응급의료기관이외,1호선 구서역 1번출구,2018-09-03,"부산광역시 금정구 구서로 10, 2층 (구서동)",,051-515-9988,2019-12-26,46243
09:00~19:00,09:00~19:00,09:00~17:00,~,09:00~19:00,09:00~19:00,09:00~21:00,"정형외과,침구과,한방내과,한방안이비인후피부과,한방재활의학과",09:00~17:00,한방병원,장덕한방병원,35.10417227,129.0202932,응급의료기관이외,1호선 토성역 1번출구,2018-09-03,"부산광역시 서구 구덕로 220, 한웅캠퍼스타워 (부민동1가)",,051-312-8875,2021-01-21,49223
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~14:00,,~,약국,해인약국,35.23981573,129.0863088,응급의료기관이외,1호선 장전역 3번출구,2018-09-03,"부산광역시 금정구 수림로 55, 1층 (장전동)",,051-517-5597,2021-01-12,46282
08:30~18:30,08:30~18:30,08:30~13:00,~,08:30~18:30,08:30~18:30,08:30~18:30,,~,약국,하나약국,35.32784302,129.2787419,응급의료기관이외,버스정류장: 월내농협,2018-09-03,부산광역시 기장군 장안읍 월내2길 3,,051-923-8899,2020-12-14,46037
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,유진약국,35.13855761,129.0808781,응급의료기관이외,버스정류장: 대연롯데캐슬레전드아파트 후문,2018-09-03,부산광역시 남구 진남로127번길 8 (대연동),,051-632-2876,2019-07-04,48448
10:00~19:00,10:00~20:00,~,~,10:00~19:00,10:00~19:00,10:00~20:00,"구강내과,구강안면외과,소아치과,예방치과,치과보존과,치과보철과,치주과",~,치과의원,이로운치과의원,35.23823497,129.087683,응급의료기관이외,1호선 장전역 3번출구,2018-09-03,"부산광역시 금정구 금정로 151-1, 4층 (장전동)",,051-518-8575,2020-01-09,46283
10:00~19:00,10:00~19:00,10:00~13:30,~,10:00~21:00,10:00~21:00,10:00~19:00,"구강내과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과보존과,치과보철과,치주과",~,치과의원,원플란트치과의원,35.17705353,129.1070665,응급의료기관이외,버스정류장 부산망미동우체국 건너편,2018-09-03,"부산광역시 수영구 과정로 63, 3층 (망미동)",,051-758-8074,2021-02-03,48204
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"구강안면외과,치과보존과,치과보철과",~,치과의원,금샘치과의원,35.24686617,129.0901278,응급의료기관이외,1호선 구서역 1번 출구,2018-09-03,"부산광역시 금정구 구서로 10, 2층 (구서동)",,051-517-2897,2020-01-07,46243
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"가정의학과,내과,소아청소년과,안과,이비인후과,피부과",~,의원,현대메디의원,35.32095633,129.1897065,응급의료기관이외,버스정류장: 달산,2018-09-03,"부산광역시 기장군 정관읍 정관로 702, 2층",,051-721-0707,2021-01-12,46021
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"내과,소아청소년과,신경과,안과,이비인후과,정형외과,피부과",~,의원,코끼리소아청소년과의원,35.13855761,129.0808781,응급의료기관이외,,2018-09-03,"부산광역시 남구 진남로127번길 8, 2층 (대연동)",,051-633-8200,2018-09-03,48448
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,외과,정형외과",~,의원,정관현대의원,35.31943615,129.1783568,응급의료기관이외,버스정류장: 정관 일신기독병원 맞은편,2018-09-03,"부산광역시 기장군 정관읍 정관6로 39, 2층 (정관읍)",,051-714-5274,2020-01-02,46024
08:30~18:30,08:30~18:30,08:30~13:00,~,08:30~18:30,08:30~18:30,08:30~18:30,"가정의학과,내과,마취통증의학과,비뇨의학과,소아청소년과,신경과,신경외과,영상의학과,외과,이비인후과,정형외과,진단검사의학과,피부과",~,의원,장안성모의원,35.32784302,129.2787419,응급의료기관이외,버스정류장: 동부산 농협,2018-09-03,부산광역시 기장군 장안읍 월내2길 3,,051-921-3355,2021-01-13,46037
08:00~17:00,08:00~17:00,~,~,08:00~17:00,08:00~17:00,08:00~17:00,외과,~,의원,유대우외과의원,35.15733346,129.1127149,응급의료기관이외,2호선 광안역 4번출구,2018-09-03,"부산광역시 수영구 수영로 577, 6층 (광안동)",,051-758-8080,2019-02-22,48255
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"내과,마취통증의학과,신경외과,재활의학과,정형외과",~,의원,연세수마취통증의학과의원,35.24686617,129.0901278,응급의료기관이외,1호선 구서역 1번출구,2018-09-03,"부산광역시 금정구 구서로 10, 6층 (구서동)",,051-937-3331,2020-01-07,46243
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"내과,소아청소년과",09:00~13:00,의원,양내과의원,35.10483296,128.9695159,응급의료기관이외,1호선 하단역 12번출구,2018-09-03,부산광역시 사하구 낙동대로 447 (하단동),,051-271-8875,2021-02-02,49408
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"비뇨의학과,피부과",~,의원,센텀삼성비뇨의학과의원,35.17019791,129.1377322,응급의료기관이외,2호선 벡스코역 8번출구,2018-09-03,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 2층 (우동)",,051-742-7588,2021-02-03,48062
09:00~19:00,09:00~19:00,09:00~15:00,09:00~13:00,09:00~19:00,09:00~19:00,09:00~19:00,"결핵과,내과,비뇨의학과,소아청소년과,신경과,이비인후과,정신건강의학과,피부과",~,의원,센텀내과의원,35.20268767,129.1199231,응급의료기관이외,버스정류장: 아시아선수촌아파트,2018-09-03,"부산광역시 해운대구 선수촌로 104-10, 선수촌빌딩 A동 3층 (반여동)",1 2 3 4 5,051-710-0690,2021-02-03,48037
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,정신건강의학과",~,병원,온사랑병원,35.21434277,129.1081554,응급의료기관이외,4호선 서동역 3번출구,2018-08-29,부산광역시 금정구 서동로 197-1 (서동),,051-555-0808,2020-02-04,46321
